i,Date,Value
1930,1997-08-19,7776.65
1931,1997-08-20,7870.95
1932,1997-08-21,7834.02
1933,1997-08-22,7695.36
1934,1997-08-25,7791.75
1935,1997-08-26,7734.61
1936,1997-08-27,7666.55
1937,1997-08-28,7634.5
1938,1997-08-29,7580.85
1939,1997-09-02,7650.99
1940,1997-09-03,7828.45
1941,1997-09-04,7788.5
1942,1997-09-05,7765.27
1943,1997-09-08,7795.0
1944,1997-09-09,7768.52
1945,1997-09-10,7686.3
1946,1997-09-11,7556.23
1947,1997-09-12,7584.56
1948,1997-09-15,7680.95
1949,1997-09-16,7709.75
1950,1997-09-17,7816.47
1951,1997-09-18,7858.93
1952,1997-09-19,7821.69
1953,1997-09-22,7889.27
1954,1997-09-23,7885.34
1955,1997-09-24,7866.43
1956,1997-09-25,7802.34
1957,1997-09-26,7853.66
1958,1997-09-29,7862.99
1959,1997-09-30,7900.08
1960,1997-10-01,7909.41
1961,1997-10-02,7943.79
1962,1997-10-03,7937.89
1963,1997-10-06,8017.71
1964,1997-10-07,8058.96
1965,1997-10-08,8019.92
1966,1997-10-09,7980.87
1967,1997-10-10,7961.96
1968,1997-10-13,8026.3
1969,1997-10-14,7990.2
1970,1997-10-15,7997.57
1971,1997-10-16,7880.18
1972,1997-10-17,7731.12
1973,1997-10-20,7774.83
1974,1997-10-21,7909.41
1975,1997-10-22,7941.33
1976,1997-10-23,7767.22
1977,1997-10-24,7645.91
1978,1997-10-27,7150.1
1979,1997-10-28,6936.45
1980,1997-10-29,7409.67
1981,1997-10-30,7340.42
1982,1997-10-31,7329.61
1983,1997-11-03,7443.07
1984,1997-11-04,7583.29
1985,1997-11-05,7628.96
1986,1997-11-06,7597.78
1987,1997-11-07,7460.99
1988,1997-11-10,7511.83
1989,1997-11-11,7518.21
1990,1997-11-12,7359.32
1991,1997-11-13,7334.77
1992,1997-11-14,7431.03
1993,1997-11-17,7613.49
1994,1997-11-18,7607.11
1995,1997-11-19,7599.5
1996,1997-11-20,7718.19
1997,1997-11-21,7758.47
1998,1997-11-24,7723.41
1999,1997-11-25,7706.0
2000,1997-11-26,7749.77
2001,1997-11-28,7786.08
2002,1997-12-01,7823.62
2003,1997-12-02,7935.03
2004,1997-12-03,7915.63
2005,1997-12-04,7978.3
2006,1997-12-05,7980.04
2007,1997-12-08,8057.37
2008,1997-12-09,7990.98
2009,1997-12-10,7881.07
2010,1997-12-11,7778.37
2011,1997-12-12,7756.73
2012,1997-12-15,7807.96
2013,1997-12-16,7889.52
2014,1997-12-17,7879.08
2015,1997-12-18,7781.35
2016,1997-12-19,7563.23
2017,1997-12-22,7710.45
2018,1997-12-23,7667.11
2019,1997-12-24,7624.26
2020,1997-12-26,7634.72
2021,1997-12-29,7712.94
2022,1997-12-30,7787.68
2023,1997-12-31,7833.76
2024,1998-01-02,7845.47
2025,1998-01-05,7865.4
2026,1998-01-06,7832.52
2027,1998-01-07,7751.56
2028,1998-01-08,7733.12
2029,1998-01-09,7513.41
2030,1998-01-12,7391.59
2031,1998-01-13,7610.31
2032,1998-01-14,7669.1
2033,1998-01-15,7651.66
2034,1998-01-16,7687.04
2035,1998-01-20,7696.01
2036,1998-01-21,7707.96
2037,1998-01-22,7637.71
2038,1998-01-23,7609.31
2039,1998-01-26,7629.99
2040,1998-01-27,7677.07
2041,1998-01-28,7761.52
2042,1998-01-29,7883.09
2043,1998-01-30,7850.95
2044,1998-02-02,7987.46
2045,1998-02-03,8010.63
2046,1998-02-04,8050.99
2047,1998-02-05,8037.54
2048,1998-02-06,8102.3
2049,1998-02-09,8104.55
2050,1998-02-10,8149.88
2051,1998-02-11,8223.87
2052,1998-02-12,8206.93
2053,1998-02-13,8269.21
2054,1998-02-17,8335.97
2055,1998-02-18,8326.75
2056,1998-02-19,8327.25
2057,1998-02-20,8291.88
2058,1998-02-23,8331.98
2059,1998-02-24,8303.83
2060,1998-02-25,8362.37
2061,1998-02-26,8377.82
2062,1998-02-27,8426.15
2063,1998-03-02,8427.89
2064,1998-03-03,8464.26
2065,1998-03-04,8454.79
2066,1998-03-05,8377.32
2067,1998-03-06,8432.62
2068,1998-03-09,8482.45
2069,1998-03-10,8550.45
2070,1998-03-11,8599.28
2071,1998-03-12,8576.86
2072,1998-03-13,8563.9
2073,1998-03-16,8573.37
2074,1998-03-17,8633.41
2075,1998-03-18,8655.83
2076,1998-03-19,8708.64
2077,1998-03-20,8766.43
2078,1998-03-23,8758.71
2079,1998-03-24,8815.01
2080,1998-03-25,8780.88
2081,1998-03-26,8769.92
2082,1998-03-27,8741.77
2083,1998-03-30,8701.66
2084,1998-03-31,8726.32
2085,1998-04-01,8715.61
2086,1998-04-02,8829.21
2087,1998-04-03,8896.22
2088,1998-04-06,8958.49
2089,1998-04-07,8862.34
2090,1998-04-08,8821.73
2091,1998-04-09,8891.48
2092,1998-04-13,8870.31
2093,1998-04-14,8971.45
2094,1998-04-15,9017.53
2095,1998-04-16,8978.92
2096,1998-04-17,9010.06
2097,1998-04-20,9027.25
2098,1998-04-21,9051.41
2099,1998-04-22,9083.8
2100,1998-04-23,9061.88
2101,1998-04-24,8983.65
2102,1998-04-27,8796.08
2103,1998-04-28,8828.71
2104,1998-04-29,8857.85
2105,1998-04-30,8970.95
2106,1998-05-01,9015.54
2107,1998-05-04,9134.86
2108,1998-05-05,9062.37
2109,1998-05-06,9017.28
2110,1998-05-07,8914.9
2111,1998-05-08,8951.27
2112,1998-05-11,9045.43
2113,1998-05-12,9023.51
2114,1998-05-13,9119.67
2115,1998-05-14,9077.07
2116,1998-05-15,9051.91
2117,1998-05-18,8972.2
2118,1998-05-19,8997.36
2119,1998-05-20,9010.56
2120,1998-05-21,9058.64
2121,1998-05-22,9040.7
2122,1998-05-26,8949.78
2123,1998-05-27,8760.95
2124,1998-05-28,8861.59
2125,1998-05-29,8859.6
2126,1998-06-01,8805.04
2127,1998-06-02,8838.92
2128,1998-06-03,8769.67
2129,1998-06-04,8719.85
2130,1998-06-05,8866.57
2131,1998-06-08,8994.12
2132,1998-06-09,8966.72
2133,1998-06-10,8891.98
2134,1998-06-11,8774.4
2135,1998-06-12,8660.56
2136,1998-06-15,8588.32
2137,1998-06-16,8524.55
2138,1998-06-17,8695.43
2139,1998-06-18,8740.77
2140,1998-06-19,8664.79
2141,1998-06-22,8639.38
2142,1998-06-23,8724.83
2143,1998-06-24,8740.52
2144,1998-06-25,8863.58
2145,1998-06-26,8879.78
2146,1998-06-29,8930.84
2147,1998-06-30,8868.57
2148,1998-07-01,8918.64
2149,1998-07-02,8956.25
2150,1998-07-06,8965.97
2151,1998-07-07,9001.84
2152,1998-07-08,9041.7
2153,1998-07-09,9014.3
2154,1998-07-10,8976.23
2155,1998-07-13,9020.52
2156,1998-07-14,9087.2
2157,1998-07-15,9165.99
2158,1998-07-16,9173.19
2159,1998-07-17,9259.96
2160,1998-07-20,9206.15
2161,1998-07-21,9145.65
2162,1998-07-22,8996.83
2163,1998-07-23,8892.56
2164,1998-07-24,8814.29
2165,1998-07-27,8806.05
2166,1998-07-28,8786.48
2167,1998-07-29,8831.28
2168,1998-07-30,8884.83
2169,1998-07-31,8810.94
2170,1998-08-03,8729.58
2171,1998-08-04,8463.37
2172,1998-08-05,8316.1
2173,1998-08-06,8415.22
2174,1998-08-07,8490.4
2175,1998-08-10,8491.17
2176,1998-08-11,8263.32
2177,1998-08-12,8437.1
2178,1998-08-13,8399.51
2179,1998-08-14,8342.1
2180,1998-08-17,8350.34
2181,1998-08-18,8551.93
2182,1998-08-19,8635.61
2183,1998-08-20,8538.29
2184,1998-08-21,8307.6
2185,1998-08-24,8452.29
2186,1998-08-25,8510.22
2187,1998-08-26,8396.68
2188,1998-08-27,8062.24
2189,1998-08-28,7951.27
2190,1998-08-31,7517.7
2191,1998-09-01,7379.7
2192,1998-09-02,7710.54
2193,1998-09-03,7499.68
2194,1998-09-04,7450.24
2195,1998-09-08,7779.03
2196,1998-09-09,7796.79
2197,1998-09-10,7469.04
2198,1998-09-11,7497.1
2199,1998-09-14,7848.03
2200,1998-09-15,7840.3
2201,1998-09-16,7923.46
2202,1998-09-17,7795.5
2203,1998-09-18,7759.97
2204,1998-09-21,7653.64
2205,1998-09-22,7816.87
2206,1998-09-23,7891.79
2207,1998-09-24,7906.73
2208,1998-09-25,7849.06
2209,1998-09-28,7986.8
2210,1998-09-29,7946.63
2211,1998-09-30,7775.42
2212,1998-10-01,7540.87
2213,1998-10-02,7496.84
2214,1998-10-05,7507.14
2215,1998-10-06,7646.43
2216,1998-10-07,7558.89
2217,1998-10-08,7399.78
2218,1998-10-09,7628.15
2219,1998-10-12,7931.19
2220,1998-10-13,7805.29
2221,1998-10-14,7812.75
2222,1998-10-15,7885.62
2223,1998-10-16,8244.26
2224,1998-10-19,8321.5
2225,1998-10-20,8419.08
2226,1998-10-21,8380.72
2227,1998-10-22,8334.12
2228,1998-10-23,8366.04
2229,1998-10-26,8349.57
2230,1998-10-27,8309.92
2231,1998-10-28,8271.55
2232,1998-10-29,8305.54
2233,1998-10-30,8481.39
2234,1998-11-02,8573.56
2235,1998-11-03,8601.88
2236,1998-11-04,8660.33
2237,1998-11-05,8676.55
2238,1998-11-06,8831.02
2239,1998-11-09,8813.0
2240,1998-11-10,8760.99
2241,1998-11-11,8759.19
2242,1998-11-12,8733.7
2243,1998-11-13,8782.62
2244,1998-11-16,8885.09
2245,1998-11-17,8870.42
2246,1998-11-18,8897.96
2247,1998-11-19,8967.22
2248,1998-11-20,9048.32
2249,1998-11-23,9137.92
2250,1998-11-24,9219.28
2251,1998-11-25,9199.2
2252,1998-11-27,9263.82
2253,1998-11-30,9074.07
2254,1998-12-01,8934.52
2255,1998-12-02,8922.94
2256,1998-12-03,8839.78
2257,1998-12-04,8873.76
2258,1998-12-07,8946.11
2259,1998-12-08,8903.37
2260,1998-12-09,8881.23
2261,1998-12-10,8795.24
2262,1998-12-11,8680.41
2263,1998-12-14,8610.63
2264,1998-12-15,8614.75
2265,1998-12-16,8675.52
2266,1998-12-17,8725.21
2267,1998-12-18,8789.31
2268,1998-12-21,8874.28
2269,1998-12-22,8909.29
2270,1998-12-23,9022.58
2271,1998-12-24,9146.42
2272,1998-12-28,9133.54
2273,1998-12-29,9152.34
2274,1998-12-30,9211.3
2275,1998-12-31,9106.77
2276,1999-01-04,9089.0
2277,1999-01-05,9137.66
2278,1999-01-06,9331.02
2279,1999-01-07,9369.12
2280,1999-01-08,9447.91
2281,1999-01-11,9446.36
2282,1999-01-12,9394.87
2283,1999-01-13,9134.06
2284,1999-01-14,9052.44
2285,1999-01-15,9124.02
2286,1999-01-19,9165.73
2287,1999-01-20,9230.35
2288,1999-01-21,9150.28
2289,1999-01-22,8998.89
2290,1999-01-25,8994.26
2291,1999-01-26,9118.35
2292,1999-01-27,9135.86
2293,1999-01-28,9134.57
2294,1999-01-29,9172.16
2295,1999-02-01,9266.91
2296,1999-02-02,9146.16
2297,1999-02-03,9176.8
2298,1999-02-04,9178.6
2299,1999-02-05,9141.27
2300,1999-02-08,9148.99
2301,1999-02-09,9076.13
2302,1999-02-10,9025.41
2303,1999-02-11,9088.49
2304,1999-02-12,9161.35
2305,1999-02-16,9187.1
2306,1999-02-17,9124.03
2307,1999-02-18,9145.09
2308,1999-02-19,9218.13
2309,1999-02-22,9289.04
2310,1999-02-23,9425.26
2311,1999-02-24,9357.81
2312,1999-02-25,9200.27
2313,1999-02-26,9177.54
2314,1999-03-01,9167.76
2315,1999-03-02,9216.66
2316,1999-03-03,9163.41
2317,1999-03-04,9272.08
2318,1999-03-05,9558.41
2319,1999-03-08,9616.33
2320,1999-03-09,9586.08
2321,1999-03-10,9624.94
2322,1999-03-11,9742.32
2323,1999-03-12,9779.78
2324,1999-03-15,9807.53
2325,1999-03-16,9857.48
2326,1999-03-17,9792.55
2327,1999-03-18,9776.17
2328,1999-03-19,9856.37
2329,1999-03-22,9796.99
2330,1999-03-23,9593.85
2331,1999-03-24,9547.23
2332,1999-03-25,9666.28
2333,1999-03-26,9700.69
2334,1999-03-29,9837.78
2335,1999-03-30,9812.53
2336,1999-03-31,9744.82
2337,1999-04-01,9707.91
2338,1999-04-05,9826.4
2339,1999-04-06,9862.48
2340,1999-04-07,9859.98
2341,1999-04-08,9980.69
2342,1999-04-09,10035.09
2343,1999-04-12,10042.02
2344,1999-04-13,10239.33
2345,1999-04-14,10196.87
2346,1999-04-15,10201.31
2347,1999-04-16,10299.55
2348,1999-04-19,10284.39
2349,1999-04-20,10212.87
2350,1999-04-21,10309.09
2351,1999-04-22,10517.85
2352,1999-04-23,10530.45
2353,1999-04-26,10540.47
2354,1999-04-27,10647.29
2355,1999-04-28,10665.9
2356,1999-04-29,10710.0
2357,1999-04-30,10603.76
2358,1999-05-03,10701.12
2359,1999-05-04,10787.32
2360,1999-05-05,10711.15
2361,1999-05-06,10730.33
2362,1999-05-07,10838.29
2363,1999-05-10,10876.38
2364,1999-05-11,10882.11
2365,1999-05-12,10759.54
2366,1999-05-13,10931.36
2367,1999-05-14,10787.03
2368,1999-05-17,10677.64
2369,1999-05-18,10678.86
2370,1999-05-19,10722.81
2371,1999-05-20,10773.83
2372,1999-05-21,10728.12
2373,1999-05-24,10568.85
2374,1999-05-25,10494.52
2375,1999-05-26,10416.06
2376,1999-05-27,10372.96
2377,1999-05-28,10389.94
2378,1999-06-01,10334.42
2379,1999-06-02,10388.24
2380,1999-06-03,10515.52
2381,1999-06-04,10558.26
2382,1999-06-07,10718.47
2383,1999-06-08,10671.93
2384,1999-06-09,10602.59
2385,1999-06-10,10452.52
2386,1999-06-11,10386.98
2387,1999-06-14,10414.52
2388,1999-06-15,10500.01
2389,1999-06-16,10608.92
2390,1999-06-17,10642.8
2391,1999-06-18,10751.39
2392,1999-06-21,10684.91
2393,1999-06-22,10639.63
2394,1999-06-23,10542.75
2395,1999-06-24,10404.07
2396,1999-06-25,10477.21
2397,1999-06-28,10535.15
2398,1999-06-29,10589.61
2399,1999-06-30,10657.36
2400,1999-07-01,10841.63
2401,1999-07-02,10995.5
2402,1999-07-06,11021.78
2403,1999-07-07,11008.16
2404,1999-07-08,10985.68
2405,1999-07-09,11050.59
2406,1999-07-12,11087.95
2407,1999-07-13,11013.55
2408,1999-07-14,11051.86
2409,1999-07-15,11072.75
2410,1999-07-16,11069.27
2411,1999-07-19,11069.9
2412,1999-07-20,10914.13
2413,1999-07-21,10865.69
2414,1999-07-22,10796.67
2415,1999-07-23,10813.77
2416,1999-07-26,10748.86
2417,1999-07-27,10834.35
2418,1999-07-28,10851.13
2419,1999-07-29,10672.24
2420,1999-07-30,10594.99
2421,1999-08-02,10551.3
2422,1999-08-03,10538.0
2423,1999-08-04,10585.17
2424,1999-08-05,10509.19
2425,1999-08-06,10584.54
2426,1999-08-09,10571.56
2427,1999-08-10,10487.34
2428,1999-08-11,10596.26
2429,1999-08-12,10688.07
2430,1999-08-13,10822.0
2431,1999-08-16,10853.98
2432,1999-08-17,10963.52
2433,1999-08-18,10913.5
2434,1999-08-19,10809.65
2435,1999-08-20,10916.35
2436,1999-08-23,11087.95
2437,1999-08-24,11135.76
2438,1999-08-25,11106.31
2439,1999-08-26,11133.86
2440,1999-08-27,11021.14
2441,1999-08-30,10869.81
2442,1999-08-31,10725.43
2443,1999-09-01,10784.32
2444,1999-09-02,10669.71
2445,1999-09-03,10922.36
2446,1999-09-07,10910.65
2447,1999-09-08,10898.62
2448,1999-09-09,10900.83
2449,1999-09-10,10965.74
2450,1999-09-13,10886.9
2451,1999-09-14,10815.67
2452,1999-09-15,10757.41
2453,1999-09-16,10592.46
2454,1999-09-17,10690.61
2455,1999-09-20,10715.93
2456,1999-09-21,10517.1
2457,1999-09-22,10407.56
2458,1999-09-23,10260.33
2459,1999-09-24,10128.63
2460,1999-09-27,10201.76
2461,1999-09-28,10055.17
2462,1999-09-29,10119.76
2463,1999-09-30,10156.85
2464,1999-10-01,10108.05
2465,1999-10-04,10220.44
2466,1999-10-05,10250.2
2467,1999-10-06,10340.75
2468,1999-10-07,10430.99
2469,1999-10-08,10423.71
2470,1999-10-11,10545.6
2471,1999-10-12,10366.08
2472,1999-10-13,10173.58
2473,1999-10-14,10071.64
2474,1999-10-15,9911.43
2475,1999-10-18,9884.2
2476,1999-10-19,10093.8
2477,1999-10-20,10144.46
2478,1999-10-21,10047.57
2479,1999-10-22,10301.18
2480,1999-10-25,10225.82
2481,1999-10-26,10208.73
2482,1999-10-27,10172.32
2483,1999-10-28,10397.67
2484,1999-10-29,10580.11
2485,1999-11-01,10568.08
2486,1999-11-02,10508.14
2487,1999-11-03,10485.5
2488,1999-11-04,10523.43
2489,1999-11-05,10636.59
2490,1999-11-08,10548.2
2491,1999-11-09,10506.61
2492,1999-11-10,10449.42
2493,1999-11-11,10485.2
2494,1999-11-12,10513.03
2495,1999-11-15,10626.8
2496,1999-11-16,10691.94
2497,1999-11-17,10774.21
2498,1999-11-18,10859.92
2499,1999-11-19,10871.77
2500,1999-11-22,10887.67
2501,1999-11-23,10899.6
2502,1999-11-24,10859.23
2503,1999-11-26,10938.44
2504,1999-11-29,10813.97
2505,1999-11-30,10785.22
2506,1999-12-01,10798.07
2507,1999-12-02,10896.24
2508,1999-12-03,11046.1
2509,1999-12-06,11100.53
2510,1999-12-07,10993.49
2511,1999-12-08,10957.41
2512,1999-12-09,10962.6
2513,1999-12-10,11042.12
2514,1999-12-13,11024.38
2515,1999-12-14,11027.13
2516,1999-12-15,11014.6
2517,1999-12-16,11016.13
2518,1999-12-17,11103.59
2519,1999-12-20,11026.22
2520,1999-12-21,10973.61
2521,1999-12-22,11075.76
2522,1999-12-23,11202.07
2523,1999-12-27,11253.15
2524,1999-12-28,11302.08
2525,1999-12-29,11367.53
2526,1999-12-30,11388.94
2527,1999-12-31,11368.05
2528,2000-01-03,11180.98
2529,2000-01-04,10907.03
2530,2000-01-05,10862.66
2531,2000-01-06,10963.18
2532,2000-01-07,11168.26
2533,2000-01-10,11427.0
2534,2000-01-11,11398.3
2535,2000-01-12,11385.74
2536,2000-01-13,11421.42
2537,2000-01-14,11506.42
2538,2000-01-18,11397.22
2539,2000-01-19,11320.28
2540,2000-01-20,11194.32
2541,2000-01-21,11113.65
2542,2000-01-24,10849.01
2543,2000-01-25,10779.83
2544,2000-01-26,10870.73
2545,2000-01-27,10818.3
2546,2000-01-28,10649.21
2547,2000-01-31,10610.43
2548,2000-02-01,10798.44
2549,2000-02-02,10876.0
2550,2000-02-03,10799.68
2551,2000-02-04,10847.54
2552,2000-02-07,10732.67
2553,2000-02-08,10826.67
2554,2000-02-09,10647.97
2555,2000-02-10,10491.3
2556,2000-02-11,10301.12
2557,2000-02-14,10327.56
2558,2000-02-15,10377.44
2559,2000-02-16,10468.65
2560,2000-02-17,10348.66
2561,2000-02-18,10129.24
2562,2000-02-22,10011.66
2563,2000-02-23,10077.74
2564,2000-02-24,9877.94
2565,2000-02-25,9767.8
2566,2000-02-28,9760.36
2567,2000-02-29,9926.65
2568,2000-03-01,9935.96
2569,2000-03-02,9986.53
2570,2000-03-03,10148.16
2571,2000-03-06,10038.65
2572,2000-03-07,9651.77
2573,2000-03-08,9611.75
2574,2000-03-09,9667.28
2575,2000-03-10,9792.93
2576,2000-03-13,9670.07
2577,2000-03-14,9747.33
2578,2000-03-15,9676.9
2579,2000-03-16,10139.58
2580,2000-03-17,10399.15
2581,2000-03-20,10456.86
2582,2000-03-21,10515.5
2583,2000-03-22,10671.86
2584,2000-03-23,10737.63
2585,2000-03-24,10901.44
2586,2000-03-27,10881.9
2587,2000-03-28,10804.65
2588,2000-03-29,10792.24
2589,2000-03-30,10796.58
2590,2000-03-31,10801.23
2591,2000-04-03,10821.71
2592,2000-04-04,10682.72
2593,2000-04-05,10894.0
2594,2000-04-06,10921.07
2595,2000-04-07,10932.78
2596,2000-04-10,10955.43
2597,2000-04-11,11024.22
2598,2000-04-12,11026.47
2599,2000-04-13,10806.51
2600,2000-04-14,10173.92
2601,2000-04-17,10128.62
2602,2000-04-18,10424.9
2603,2000-04-19,10503.4
2604,2000-04-20,10582.51
2605,2000-04-24,10579.1
2606,2000-04-25,10764.62
2607,2000-04-26,10816.44
2608,2000-04-27,10650.14
2609,2000-04-28,10632.46
2610,2000-05-01,10622.22
2611,2000-05-02,10580.65
2612,2000-05-03,10345.17
2613,2000-05-04,10293.05
2614,2000-05-05,10312.91
2615,2000-05-08,10400.4
2616,2000-05-09,10435.96
2617,2000-05-10,10169.77
2618,2000-05-11,10315.69
2619,2000-05-12,10444.54
2620,2000-05-15,10509.31
2621,2000-05-16,10723.48
2622,2000-05-17,10648.78
2623,2000-05-18,10669.0
2624,2000-05-19,10468.18
2625,2000-05-22,10308.15
2626,2000-05-23,10325.63
2627,2000-05-24,10240.99
2628,2000-05-25,10207.75
2629,2000-05-26,10163.2
2630,2000-05-30,10287.94
2631,2000-05-31,10377.37
2632,2000-06-01,10422.95
2633,2000-06-02,10600.46
2634,2000-06-05,10629.03
2635,2000-06-06,10592.82
2636,2000-06-07,10588.64
2637,2000-06-08,10524.92
2638,2000-06-09,10515.52
2639,2000-06-12,10476.88
2640,2000-06-13,10395.56
2641,2000-06-14,10542.99
2642,2000-06-15,10552.89
2643,2000-06-16,10393.44
2644,2000-06-19,10322.02
2645,2000-06-20,10318.84
2646,2000-06-21,10312.48
2647,2000-06-22,10256.97
2648,2000-06-23,10283.13
2649,2000-06-26,10365.15
2650,2000-06-27,10384.6
2651,2000-06-28,10399.1
2652,2000-06-29,10279.24
2653,2000-06-30,10161.51
2654,2000-07-03,10353.66
2655,2000-07-05,10362.33
2656,2000-07-06,10303.28
2657,2000-07-07,10419.25
2658,2000-07-10,10520.01
2659,2000-07-11,10544.76
2660,2000-07-12,10639.51
2661,2000-07-13,10643.4
2662,2000-07-14,10661.43
2663,2000-07-17,10653.3
2664,2000-07-18,10613.0
2665,2000-07-19,10587.89
2666,2000-07-20,10671.33
2667,2000-07-21,10614.06
2668,2000-07-24,10545.47
2669,2000-07-25,10557.49
2670,2000-07-26,10447.18
2671,2000-07-27,10450.01
2672,2000-07-28,10367.28
2673,2000-07-31,10374.0
2674,2000-08-01,10428.58
2675,2000-08-02,10514.29
2676,2000-08-03,10518.68
2677,2000-08-04,10555.68
2678,2000-08-07,10657.5
2679,2000-08-08,10741.38
2680,2000-08-09,10780.02
2681,2000-08-10,10779.47
2682,2000-08-11,10841.37
2683,2000-08-14,10928.91
2684,2000-08-15,10965.54
2685,2000-08-16,10888.62
2686,2000-08-17,10899.24
2687,2000-08-18,10933.3
2688,2000-08-21,10945.39
2689,2000-08-22,11000.33
2690,2000-08-23,10990.44
2691,2000-08-24,11009.12
2692,2000-08-25,11073.59
2693,2000-08-28,11123.35
2694,2000-08-29,11100.79
2695,2000-08-30,11034.57
2696,2000-08-31,11040.85
2697,2000-09-01,11130.01
2698,2000-09-05,11094.5
2699,2000-09-06,11186.25
2700,2000-09-07,11124.83
2701,2000-09-08,11059.72
2702,2000-09-11,11043.07
2703,2000-09-12,11015.7
2704,2000-09-13,11020.14
2705,2000-09-14,10986.47
2706,2000-09-15,10857.73
2707,2000-09-18,10693.84
2708,2000-09-19,10645.38
2709,2000-09-20,10500.35
2710,2000-09-21,10548.08
2711,2000-09-22,10505.16
2712,2000-09-25,10664.24
2713,2000-09-26,10499.61
2714,2000-09-27,10439.31
2715,2000-09-28,10539.48
2716,2000-09-29,10552.15
2717,2000-10-02,10479.27
2718,2000-10-03,10561.03
2719,2000-10-04,10596.54
2720,2000-10-05,10570.28
2721,2000-10-06,10440.05
2722,2000-10-09,10438.94
2723,2000-10-10,10377.16
2724,2000-10-11,10228.44
2725,2000-10-12,9873.66
2726,2000-10-13,9883.27
2727,2000-10-16,10033.84
2728,2000-10-17,9924.34
2729,2000-10-18,9571.4
2730,2000-10-19,9901.77
2731,2000-10-20,9925.82
2732,2000-10-23,10078.24
2733,2000-10-24,10136.69
2734,2000-10-25,10170.08
2735,2000-10-26,10128.18
2736,2000-10-27,10296.7
2737,2000-10-30,10506.25
2738,2000-10-31,10681.06
2739,2000-11-01,10736.42
2740,2000-11-02,10731.49
2741,2000-11-03,10650.72
2742,2000-11-06,10741.73
2743,2000-11-07,10825.15
2744,2000-11-08,10779.27
2745,2000-11-09,10576.4
2746,2000-11-10,10497.53
2747,2000-11-13,10273.24
2748,2000-11-14,10484.64
2749,2000-11-15,10544.17
2750,2000-11-16,10536.3
2751,2000-11-17,10462.55
2752,2000-11-20,10331.45
2753,2000-11-21,10303.39
2754,2000-11-22,10251.06
2755,2000-11-24,10354.2
2756,2000-11-27,10411.08
2757,2000-11-28,10356.47
2758,2000-11-29,10383.02
2759,2000-11-30,10204.8
2760,2000-12-01,10238.54
2761,2000-12-04,10227.17
2762,2000-12-05,10504.36
2763,2000-12-06,10513.84
2764,2000-12-07,10448.99
2765,2000-12-08,10534.69
2766,2000-12-11,10521.04
2767,2000-12-12,10582.09
2768,2000-12-13,10653.76
2769,2000-12-14,10508.53
2770,2000-12-15,10324.24
2771,2000-12-18,10417.43
2772,2000-12-19,10441.41
2773,2000-12-20,10197.59
2774,2000-12-21,10158.16
2775,2000-12-22,10364.06
2776,2000-12-26,10479.71
2777,2000-12-27,10551.0
2778,2000-12-28,10645.42
2779,2000-12-29,10675.75
2780,2001-01-02,10450.55
2781,2001-01-03,10367.19
2782,2001-01-04,10672.58
2783,2001-01-05,10492.84
2784,2001-01-08,10407.85
2785,2001-01-09,10387.12
2786,2001-01-10,10325.71
2787,2001-01-11,10400.94
2788,2001-01-12,10339.94
2789,2001-01-16,10362.72
2790,2001-01-17,10442.83
2791,2001-01-18,10466.01
2792,2001-01-19,10448.93
2793,2001-01-22,10371.66
2794,2001-01-23,10459.91
2795,2001-01-24,10483.49
2796,2001-01-25,10520.9
2797,2001-01-26,10506.26
2798,2001-01-29,10515.99
2799,2001-01-30,10609.77
2800,2001-01-31,10705.23
2801,2001-02-01,10759.85
2802,2001-02-02,10786.69
2803,2001-02-05,10759.98
2804,2001-02-06,10820.28
2805,2001-02-07,10794.29
2806,2001-02-08,10776.04
2807,2001-02-09,10682.77
2808,2001-02-12,10727.02
2809,2001-02-13,10774.98
2810,2001-02-14,10683.39
2811,2001-02-15,10694.43
2812,2001-02-16,10652.33
2813,2001-02-20,10612.25
2814,2001-02-21,10468.32
2815,2001-02-22,10278.93
2816,2001-02-23,10225.14
2817,2001-02-26,10347.59
2818,2001-02-27,10463.92
2819,2001-02-28,10374.62
2820,2001-03-01,10236.92
2821,2001-03-02,10239.81
2822,2001-03-05,10393.59
2823,2001-03-06,10508.43
2824,2001-03-07,10524.76
2825,2001-03-08,10625.95
2826,2001-03-09,10520.42
2827,2001-03-12,10138.9
2828,2001-03-13,10021.6
2829,2001-03-14,9817.74
2830,2001-03-15,9887.68
2831,2001-03-16,9720.17
2832,2001-03-19,9720.94
2833,2001-03-20,9675.51
2834,2001-03-21,9391.42
2835,2001-03-22,9047.56
2836,2001-03-23,9249.63
2837,2001-03-26,9489.75
2838,2001-03-27,9584.29
2839,2001-03-28,9607.06
2840,2001-03-29,9583.67
2841,2001-03-30,9685.07
2842,2001-04-02,9638.35
2843,2001-04-03,9385.43
2844,2001-04-04,9303.48
2845,2001-04-05,9527.21
2846,2001-04-06,9600.91
2847,2001-04-09,9699.92
2848,2001-04-10,9850.35
2849,2001-04-11,9898.77
2850,2001-04-12,9862.71
2851,2001-04-16,9991.14
2852,2001-04-17,9980.22
2853,2001-04-18,10215.69
2854,2001-04-19,10468.79
2855,2001-04-20,10445.43
2856,2001-04-23,10393.05
2857,2001-04-24,10401.45
2858,2001-04-25,10373.14
2859,2001-04-26,10533.98
2860,2001-04-27,10632.36
2861,2001-04-30,10666.13
