i,Date,Value
997,1993-12-09,3709.94
998,1993-12-10,3704.91
999,1993-12-13,3711.33
1000,1993-12-14,3726.7
1001,1993-12-15,3689.82
1002,1993-12-16,3694.29
1003,1993-12-17,3706.3
1004,1993-12-20,3728.66
1005,1993-12-21,3719.72
1006,1993-12-22,3725.86
1007,1993-12-23,3739.56
1008,1993-12-27,3750.46
1009,1993-12-28,3766.1
1010,1993-12-29,3764.43
1011,1993-12-30,3759.96
1012,1993-12-31,3745.15
1013,1994-01-03,3715.24
1014,1994-01-04,3718.89
1015,1994-01-05,3750.41
1016,1994-01-06,3771.52
1017,1994-01-07,3778.83
1018,1994-01-10,3804.72
1019,1994-01-11,3823.02
1020,1994-01-12,3809.79
1021,1994-01-13,3808.38
1022,1994-01-14,3830.62
1023,1994-01-17,3833.71
1024,1994-01-18,3840.75
1025,1994-01-19,3839.34
1026,1994-01-20,3857.91
1027,1994-01-21,3875.36
1028,1994-01-24,3882.11
1029,1994-01-25,3863.82
1030,1994-01-26,3863.82
1031,1994-01-27,3876.77
1032,1994-01-28,3919.54
1033,1994-01-31,3937.27
1034,1994-02-01,3938.12
1035,1994-02-02,3937.27
1036,1994-02-03,3932.77
1037,1994-02-04,3857.63
1038,1994-02-07,3840.75
1039,1994-02-08,3873.67
1040,1994-02-09,3887.74
1041,1994-02-10,3882.96
1042,1994-02-11,3855.94
1043,1994-02-14,3873.67
1044,1994-02-15,3891.4
1045,1994-02-16,3906.32
1046,1994-02-17,3894.21
1047,1994-02-18,3869.73
1048,1994-02-22,3873.39
1049,1994-02-23,3872.83
1050,1994-02-24,3823.86
1051,1994-02-25,3811.76
1052,1994-02-28,3817.95
1053,1994-03-01,3772.93
1054,1994-03-02,3741.69
1055,1994-03-03,3784.74
1056,1994-03-04,3800.5
1057,1994-03-07,3824.71
1058,1994-03-08,3822.45
1059,1994-03-09,3817.95
1060,1994-03-10,3801.63
1061,1994-03-11,3806.69
1062,1994-03-14,3835.96
1063,1994-03-15,3826.85
1064,1994-03-16,3819.94
1065,1994-03-17,3821.66
1066,1994-03-18,3838.65
1067,1994-03-21,3838.65
1068,1994-03-22,3840.66
1069,1994-03-23,3839.8
1070,1994-03-24,3792.58
1071,1994-03-25,3764.66
1072,1994-03-28,3719.74
1073,1994-03-29,3689.23
1074,1994-03-30,3612.36
1075,1994-03-31,3544.12
1076,1994-04-04,3520.8
1077,1994-04-05,3625.02
1078,1994-04-06,3643.16
1079,1994-04-07,3642.59
1080,1994-04-08,3644.03
1081,1994-04-11,3651.35
1082,1994-04-12,3661.17
1083,1994-04-13,3616.85
1084,1994-04-14,3625.77
1085,1994-04-15,3631.13
1086,1994-04-18,3593.35
1087,1994-04-19,3567.18
1088,1994-04-20,3546.65
1089,1994-04-21,3582.94
1090,1994-04-22,3621.01
1091,1994-04-25,3635.29
1092,1994-04-26,3669.79
1093,1994-04-28,3640.35
1094,1994-04-29,3642.13
1095,1994-05-02,3648.97
1096,1994-05-03,3669.79
1097,1994-05-04,3670.09
1098,1994-05-05,3675.45
1099,1994-05-06,3625.77
1100,1994-05-09,3612.39
1101,1994-05-10,3627.56
1102,1994-05-11,3609.71
1103,1994-05-12,3624.58
1104,1994-05-13,3626.37
1105,1994-05-16,3628.52
1106,1994-05-17,3653.7
1107,1994-05-18,3683.16
1108,1994-05-19,3707.72
1109,1994-05-20,3721.84
1110,1994-05-23,3711.4
1111,1994-05-24,3707.11
1112,1994-05-25,3710.79
1113,1994-05-26,3722.76
1114,1994-05-27,3723.68
1115,1994-05-31,3725.45
1116,1994-06-01,3717.76
1117,1994-06-02,3732.83
1118,1994-06-03,3732.52
1119,1994-06-06,3749.75
1120,1994-06-07,3733.14
1121,1994-06-08,3721.45
1122,1994-06-09,3721.45
1123,1994-06-10,3739.6
1124,1994-06-13,3741.26
1125,1994-06-14,3769.17
1126,1994-06-15,3772.02
1127,1994-06-16,3771.39
1128,1994-06-17,3764.09
1129,1994-06-20,3716.21
1130,1994-06-21,3674.68
1131,1994-06-22,3694.65
1132,1994-06-23,3685.14
1133,1994-06-24,3616.65
1134,1994-06-27,3603.92
1135,1994-06-28,3630.47
1136,1994-06-29,3645.68
1137,1994-06-30,3610.72
1138,1994-07-01,3611.04
1139,1994-07-05,3621.73
1140,1994-07-06,3631.11
1141,1994-07-07,3656.04
1142,1994-07-08,3660.9
1143,1994-07-11,3671.26
1144,1994-07-12,3660.9
1145,1994-07-13,3683.89
1146,1994-07-14,3697.48
1147,1994-07-15,3712.37
1148,1994-07-18,3725.0
1149,1994-07-19,3726.3
1150,1994-07-20,3706.22
1151,1994-07-21,3684.86
1152,1994-07-22,3707.19
1153,1994-07-25,3713.67
1154,1994-07-26,3706.22
1155,1994-07-27,3693.27
1156,1994-07-28,3701.69
1157,1994-07-29,3726.3
1158,1994-08-01,3749.28
1159,1994-08-02,3776.48
1160,1994-08-03,3762.88
1161,1994-08-04,3752.52
1162,1994-08-05,3725.0
1163,1994-08-08,3732.77
1164,1994-08-09,3728.56
1165,1994-08-10,3738.27
1166,1994-08-11,3728.56
1167,1994-08-12,3738.27
1168,1994-08-15,3742.16
1169,1994-08-16,3732.45
1170,1994-08-17,3754.46
1171,1994-08-18,3736.98
1172,1994-08-19,3727.59
1173,1994-08-22,3722.41
1174,1994-08-23,3745.07
1175,1994-08-24,3767.41
1176,1994-08-25,3810.47
1177,1994-08-26,3836.69
1178,1994-08-29,3869.39
1179,1994-08-30,3875.87
1180,1994-08-31,3878.78
1181,1994-09-01,3871.66
1182,1994-09-02,3871.98
1183,1994-09-06,3860.01
1184,1994-09-07,3860.68
1185,1994-09-08,3872.46
1186,1994-09-09,3844.2
1187,1994-09-12,3843.86
1188,1994-09-13,3854.29
1189,1994-09-14,3856.64
1190,1994-09-15,3883.9
1191,1994-09-16,3894.66
1192,1994-09-19,3909.8
1193,1994-09-20,3859.67
1194,1994-09-21,3806.85
1195,1994-09-22,3818.29
1196,1994-09-23,3806.51
1197,1994-09-26,3804.5
1198,1994-09-27,3828.72
1199,1994-09-28,3854.29
1200,1994-09-29,3834.78
1201,1994-09-30,3825.69
1202,1994-10-03,3809.21
1203,1994-10-04,3788.35
1204,1994-10-05,3736.2
1205,1994-10-06,3752.01
1206,1994-10-07,3754.37
1207,1994-10-10,3789.36
1208,1994-10-11,3828.96
1209,1994-10-12,3844.87
1210,1994-10-13,3878.18
1211,1994-10-14,3862.03
1212,1994-10-17,3883.22
1213,1994-10-18,3892.64
1214,1994-10-19,3887.93
1215,1994-10-20,3873.13
1216,1994-10-21,3861.35
1217,1994-10-24,3840.16
1218,1994-10-25,3803.49
1219,1994-10-26,3816.61
1220,1994-10-27,3834.44
1221,1994-10-28,3863.37
1222,1994-10-31,3889.28
1223,1994-11-01,3836.79
1224,1994-11-02,3820.31
1225,1994-11-03,3814.25
1226,1994-11-04,3802.81
1227,1994-11-07,3781.62
1228,1994-11-08,3798.75
1229,1994-11-09,3798.44
1230,1994-11-10,3821.99
1231,1994-11-11,3779.93
1232,1994-11-14,3795.07
1233,1994-11-15,3794.4
1234,1994-11-16,3803.82
1235,1994-11-17,3797.77
1236,1994-11-18,3773.21
1237,1994-11-21,3758.74
1238,1994-11-22,3669.58
1239,1994-11-23,3612.05
1240,1994-11-25,3675.97
1241,1994-11-28,3693.13
1242,1994-11-29,3703.9
1243,1994-11-30,3718.37
1244,1994-12-01,3680.68
1245,1994-12-02,3680.68
1246,1994-12-05,3715.67
1247,1994-12-06,3703.56
1248,1994-12-07,3700.87
1249,1994-12-08,3670.25
1250,1994-12-09,3638.97
1251,1994-12-12,3667.9
1252,1994-12-13,3690.78
1253,1994-12-14,3700.53
1254,1994-12-15,3729.13
1255,1994-12-16,3758.07
1256,1994-12-19,3764.46
1257,1994-12-20,3752.35
1258,1994-12-21,3761.77
1259,1994-12-22,3780.61
1260,1994-12-23,3808.53
1261,1994-12-27,3832.08
1262,1994-12-28,3816.94
1263,1994-12-29,3812.91
1264,1994-12-30,3812.91
1265,1995-01-03,3805.5
1266,1995-01-04,3815.26
1267,1995-01-05,3825.35
1268,1995-01-06,3823.67
1269,1995-01-09,3834.44
1270,1995-01-10,3844.87
1271,1995-01-11,3824.68
1272,1995-01-12,3831.41
1273,1995-01-13,3852.61
1274,1995-01-16,3889.95
1275,1995-01-17,3895.33
1276,1995-01-18,3889.95
1277,1995-01-19,3866.74
1278,1995-01-20,3826.7
1279,1995-01-23,3815.26
1280,1995-01-24,3840.16
1281,1995-01-25,3832.08
1282,1995-01-26,3839.15
1283,1995-01-27,3827.37
1284,1995-01-30,3794.4
1285,1995-01-31,3809.54
1286,1995-02-01,3809.21
1287,1995-02-02,3828.38
1288,1995-02-03,3876.16
1289,1995-02-06,3900.04
1290,1995-02-07,3907.45
1291,1995-02-08,3909.13
1292,1995-02-09,3904.76
1293,1995-02-10,3908.46
1294,1995-02-13,3920.57
1295,1995-02-14,3930.66
1296,1995-02-15,3937.73
1297,1995-02-16,3948.16
1298,1995-02-17,3937.05
1299,1995-02-21,3930.66
1300,1995-02-22,3944.46
1301,1995-02-23,3979.45
1302,1995-02-24,3974.06
1303,1995-02-27,3966.78
1304,1995-02-28,3967.48
1305,1995-03-01,3960.56
1306,1995-03-02,3947.07
1307,1995-03-03,3946.03
1308,1995-03-06,3944.31
1309,1995-03-07,3935.31
1310,1995-03-08,3944.65
1311,1995-03-09,3953.99
1312,1995-03-10,3978.2
1313,1995-03-13,3999.29
1314,1995-03-14,4014.86
1315,1995-03-15,4008.63
1316,1995-03-16,4021.77
1317,1995-03-17,4044.94
1318,1995-03-20,4051.17
1319,1995-03-21,4046.67
1320,1995-03-22,4039.07
1321,1995-03-23,4046.33
1322,1995-03-24,4087.14
1323,1995-03-27,4113.08
1324,1995-03-28,4120.68
1325,1995-03-29,4121.72
1326,1995-03-30,4128.29
1327,1995-03-31,4100.28
1328,1995-04-03,4129.68
1329,1995-04-04,4154.23
1330,1995-04-05,4166.33
1331,1995-04-06,4179.13
1332,1995-04-07,4154.23
1333,1995-04-10,4163.91
1334,1995-04-11,4168.06
1335,1995-04-12,4163.57
1336,1995-04-13,4173.94
1337,1995-04-17,4174.63
1338,1995-04-18,4152.15
1339,1995-04-19,4143.51
1340,1995-04-20,4186.39
1341,1995-04-21,4214.41
1342,1995-04-24,4239.65
1343,1995-04-25,4267.32
1344,1995-04-26,4267.32
1345,1995-04-27,4269.05
1346,1995-04-28,4270.78
1347,1995-05-01,4278.73
1348,1995-05-02,4288.42
1349,1995-05-03,4312.28
1350,1995-05-04,4329.92
1351,1995-05-05,4310.55
1352,1995-05-08,4316.43
1353,1995-05-09,4360.0
1354,1995-05-10,4347.55
1355,1995-05-11,4365.19
1356,1995-05-12,4371.07
1357,1995-05-15,4398.74
1358,1995-05-16,4408.08
1359,1995-05-17,4386.63
1360,1995-05-18,4330.95
1361,1995-05-19,4287.38
1362,1995-05-22,4337.87
1363,1995-05-23,4372.46
1364,1995-05-24,4390.78
1365,1995-05-25,4375.91
1366,1995-05-26,4338.91
1367,1995-05-30,4334.41
1368,1995-05-31,4360.7
1369,1995-06-01,4421.56
1370,1995-06-02,4406.35
1371,1995-06-05,4417.76
1372,1995-06-06,4446.46
1373,1995-06-07,4432.29
1374,1995-06-08,4431.59
1375,1995-06-09,4394.59
1376,1995-06-12,4415.69
1377,1995-06-13,4440.24
1378,1995-06-14,4449.23
1379,1995-06-15,4466.87
1380,1995-06-16,4482.43
1381,1995-06-19,4498.69
1382,1995-06-20,4497.99
1383,1995-06-21,4517.02
1384,1995-06-22,4535.35
1385,1995-06-23,4549.18
1386,1995-06-26,4536.38
1387,1995-06-27,4511.48
1388,1995-06-28,4512.87
1389,1995-06-29,4510.45
1390,1995-06-30,4513.9
1391,1995-07-03,4536.04
1392,1995-07-05,4561.63
1393,1995-07-06,4587.91
1394,1995-07-07,4628.38
1395,1995-07-10,4670.91
1396,1995-07-11,4647.74
1397,1995-07-12,4654.66
1398,1995-07-13,4676.06
1399,1995-07-14,4664.79
1400,1995-07-17,4681.35
1401,1995-07-18,4648.24
1402,1995-07-19,4530.26
1403,1995-07-20,4578.51
1404,1995-07-21,4596.82
1405,1995-07-24,4620.42
1406,1995-07-25,4651.76
1407,1995-07-26,4665.15
1408,1995-07-27,4691.56
1409,1995-07-28,4686.28
1410,1995-07-31,4671.13
1411,1995-08-01,4648.59
1412,1995-08-02,4667.96
1413,1995-08-03,4632.04
1414,1995-08-04,4660.57
1415,1995-08-07,4667.26
1416,1995-08-08,4654.23
1417,1995-08-09,4649.3
1418,1995-08-10,4621.47
1419,1995-08-11,4584.85
1420,1995-08-14,4601.75
1421,1995-08-15,4602.1
1422,1995-08-16,4593.3
1423,1995-08-17,4587.66
1424,1995-08-18,4597.88
1425,1995-08-21,4593.65
1426,1995-08-22,4580.62
1427,1995-08-23,4571.81
1428,1995-08-24,4552.8
1429,1995-08-25,4569.7
1430,1995-08-28,4566.53
1431,1995-08-29,4554.21
1432,1995-08-30,4582.38
1433,1995-08-31,4582.38
1434,1995-09-01,4594.71
1435,1995-09-05,4625.7
1436,1995-09-06,4648.95
1437,1995-09-07,4640.14
1438,1995-09-08,4648.59
1439,1995-09-11,4672.54
1440,1995-09-12,4689.45
1441,1995-09-13,4697.55
1442,1995-09-14,4731.36
1443,1995-09-15,4762.35
1444,1995-09-18,4729.47
1445,1995-09-19,4734.53
1446,1995-09-20,4746.45
1447,1995-09-21,4728.75
1448,1995-09-22,4706.35
1449,1995-09-25,4728.02
1450,1995-09-26,4738.86
1451,1995-09-27,4692.98
1452,1995-09-28,4731.64
1453,1995-09-29,4757.65
1454,1995-10-02,4732.72
1455,1995-10-03,4702.74
1456,1995-10-04,4689.01
1457,1995-10-05,4705.63
1458,1995-10-06,4731.64
1459,1995-10-09,4691.54
1460,1995-10-10,4638.43
1461,1995-10-11,4686.43
1462,1995-10-12,4709.24
1463,1995-10-13,4749.7
1464,1995-10-16,4751.51
1465,1995-10-17,4747.9
1466,1995-10-18,4747.53
1467,1995-10-19,4744.28
1468,1995-10-20,4758.37
1469,1995-10-23,4724.41
1470,1995-10-24,4730.92
1471,1995-10-25,4708.88
1472,1995-10-26,4655.05
1473,1995-10-27,4653.24
1474,1995-10-30,4716.46
1475,1995-10-31,4735.97
1476,1995-11-01,4719.72
1477,1995-11-02,4745.0
1478,1995-11-03,4774.63
1479,1995-11-06,4779.33
1480,1995-11-07,4770.66
1481,1995-11-08,4775.71
1482,1995-11-09,4811.84
1483,1995-11-10,4820.51
1484,1995-11-13,4821.23
1485,1995-11-14,4826.29
1486,1995-11-15,4835.69
1487,1995-11-16,4902.16
1488,1995-11-17,4934.31
1489,1995-11-20,4946.6
1490,1995-11-21,4948.04
1491,1995-11-22,4982.72
1492,1995-11-24,5028.61
1493,1995-11-27,5034.03
1494,1995-11-28,5006.21
1495,1995-11-29,5047.03
1496,1995-11-30,5033.17
1497,1995-12-01,5038.36
1498,1995-12-04,5057.87
1499,1995-12-05,5108.45
1500,1995-12-06,5147.47
1501,1995-12-07,5124.35
1502,1995-12-08,5115.31
1503,1995-12-11,5122.18
1504,1995-12-12,5132.29
1505,1995-12-13,5144.22
1506,1995-12-14,5148.55
1507,1995-12-15,5135.54
1508,1995-12-18,5042.7
1509,1995-12-19,5016.68
1510,1995-12-20,5047.39
1511,1995-12-21,5031.5
1512,1995-12-22,5064.01
1513,1995-12-26,5072.32
1514,1995-12-27,5077.74
1515,1995-12-28,5062.21
1516,1995-12-29,5063.65
1517,1996-01-02,5087.13
1518,1996-01-03,5143.13
1519,1996-01-04,5114.23
1520,1996-01-05,5107.0
1521,1996-01-08,5179.98
1522,1996-01-09,5100.86
1523,1996-01-10,5000.07
1524,1996-01-11,5002.96
1525,1996-01-12,5000.07
1526,1996-01-15,5012.71
1527,1996-01-16,5000.79
1528,1996-01-17,5028.61
1529,1996-01-18,5032.58
1530,1996-01-19,5087.49
1531,1996-01-22,5133.02
1532,1996-01-23,5141.33
1533,1996-01-24,5176.73
1534,1996-01-25,5173.84
1535,1996-01-26,5187.21
1536,1996-01-29,5246.82
1537,1996-01-30,5288.73
1538,1996-01-31,5314.38
1539,1996-02-01,5335.69
1540,1996-02-02,5338.94
1541,1996-02-05,5319.43
1542,1996-02-06,5371.82
1543,1996-02-07,5423.84
1544,1996-02-08,5441.55
1545,1996-02-09,5474.06
1546,1996-02-12,5531.14
1547,1996-02-13,5530.06
1548,1996-02-14,5534.39
1549,1996-02-15,5514.88
1550,1996-02-16,5470.45
1551,1996-02-20,5393.5
1552,1996-02-21,5440.82
1553,1996-02-22,5511.63
1554,1996-02-23,5546.32
1555,1996-02-26,5530.42
1556,1996-02-27,5478.76
1557,1996-02-28,5487.07
1558,1996-02-29,5440.46
1559,1996-03-01,5424.2
1560,1996-03-04,5511.99
1561,1996-03-05,5558.24
1562,1996-03-06,5585.7
1563,1996-03-07,5572.33
1564,1996-03-08,5395.3
1565,1996-03-11,5425.29
1566,1996-03-12,5464.67
1567,1996-03-13,5513.8
1568,1996-03-14,5536.56
1569,1996-03-15,5523.56
1570,1996-03-18,5573.41
1571,1996-03-19,5619.66
1572,1996-03-20,5590.39
1573,1996-03-21,5590.03
1574,1996-03-22,5589.67
1575,1996-03-25,5592.92
1576,1996-03-26,5595.81
1577,1996-03-27,5596.53
1578,1996-03-28,5564.74
1579,1996-03-29,5550.29
1580,1996-04-01,5562.57
1581,1996-04-02,5597.26
1582,1996-04-03,5619.29
1583,1996-04-04,5633.02
1584,1996-04-08,5518.14
1585,1996-04-09,5530.06
1586,1996-04-10,5452.02
1587,1996-04-11,5382.66
1588,1996-04-12,5445.16
1589,1996-04-15,5517.41
1590,1996-04-16,5554.99
1591,1996-04-17,5500.07
1592,1996-04-18,5493.93
1593,1996-04-19,5504.41
1594,1996-04-22,5516.33
1595,1996-04-23,5534.76
1596,1996-04-24,5512.36
1597,1996-04-25,5490.68
1598,1996-04-26,5517.78
1599,1996-04-29,5515.25
1600,1996-04-30,5522.83
1601,1996-05-01,5523.56
1602,1996-05-02,5455.27
1603,1996-05-03,5439.74
1604,1996-05-06,5397.83
1605,1996-05-07,5392.05
1606,1996-05-08,5327.74
1607,1996-05-09,5419.87
1608,1996-05-10,5478.03
1609,1996-05-13,5495.42
1610,1996-05-14,5566.71
1611,1996-05-15,5590.72
1612,1996-05-16,5577.42
1613,1996-05-17,5631.35
1614,1996-05-20,5657.58
1615,1996-05-21,5698.21
1616,1996-05-22,5687.87
1617,1996-05-23,5704.12
1618,1996-05-24,5722.59
1619,1996-05-28,5680.48
1620,1996-05-29,5632.46
1621,1996-05-30,5625.07
1622,1996-05-31,5614.36
1623,1996-06-03,5587.4
1624,1996-06-04,5616.58
1625,1996-06-05,5631.35
1626,1996-06-06,5639.48
1627,1996-06-07,5559.69
1628,1996-06-10,5643.54
1629,1996-06-11,5637.63
1630,1996-06-12,5637.63
1631,1996-06-13,5622.86
1632,1996-06-14,5609.93
1633,1996-06-17,5614.36
1634,1996-06-18,5607.71
1635,1996-06-19,5600.7
1636,1996-06-20,5606.97
1637,1996-06-21,5639.11
1638,1996-06-24,5688.61
1639,1996-06-25,5668.66
1640,1996-06-26,5652.04
1641,1996-06-27,5616.21
1642,1996-06-28,5625.81
1643,1996-07-01,5637.26
1644,1996-07-02,5668.29
1645,1996-07-03,5656.47
1646,1996-07-05,5570.77
1647,1996-07-08,5519.8
1648,1996-07-09,5540.12
1649,1996-07-10,5515.0
1650,1996-07-11,5447.77
1651,1996-07-12,5455.16
1652,1996-07-15,5326.98
1653,1996-07-16,5170.11
1654,1996-07-17,5325.1
1655,1996-07-18,5352.1
1656,1996-07-19,5393.53
1657,1996-07-22,5346.92
1658,1996-07-23,5313.63
1659,1996-07-24,5244.83
1660,1996-07-25,5355.8
1661,1996-07-26,5397.97
1662,1996-07-29,5414.61
1663,1996-07-30,5403.52
1664,1996-07-31,5460.48
1665,1996-08-01,5507.83
1666,1996-08-02,5601.41
1667,1996-08-05,5639.14
1668,1996-08-06,5630.26
1669,1996-08-07,5659.12
1670,1996-08-08,5661.34
1671,1996-08-09,5654.31
1672,1996-08-12,5625.83
1673,1996-08-13,5618.06
1674,1996-08-14,5614.36
1675,1996-08-15,5633.22
1676,1996-08-16,5646.54
1677,1996-08-19,5664.3
1678,1996-08-20,5670.21
1679,1996-08-21,5648.76
1680,1996-08-22,5662.45
1681,1996-08-23,5679.09
1682,1996-08-26,5665.41
1683,1996-08-27,5670.58
1684,1996-08-28,5678.72
1685,1996-08-29,5615.47
1686,1996-08-30,5571.45
1687,1996-09-03,5550.37
1688,1996-09-04,5608.81
1689,1996-09-05,5592.53
1690,1996-09-06,5585.51
1691,1996-09-09,5662.08
1692,1996-09-10,5681.68
1693,1996-09-11,5696.85
1694,1996-09-12,5739.76
1695,1996-09-13,5786.73
1696,1996-09-16,5823.72
1697,1996-09-17,5830.38
1698,1996-09-18,5838.15
1699,1996-09-19,5818.17
1700,1996-09-20,5840.74
1701,1996-09-23,5820.39
1702,1996-09-24,5831.86
1703,1996-09-25,5827.42
1704,1996-09-26,5828.9
1705,1996-09-27,5819.65
1706,1996-09-30,5845.18
1707,1996-10-01,5833.72
1708,1996-10-02,5888.88
1709,1996-10-03,5887.76
1710,1996-10-04,5917.2
1711,1996-10-07,5945.15
1712,1996-10-08,5930.24
1713,1996-10-09,5892.23
1714,1996-10-10,5876.58
1715,1996-10-11,5912.36
1716,1996-10-14,5952.61
1717,1996-10-15,5951.12
1718,1996-10-16,5943.66
1719,1996-10-17,5994.72
1720,1996-10-18,6011.49
1721,1996-10-21,6027.89
1722,1996-10-22,6015.59
1723,1996-10-23,5965.65
1724,1996-10-24,5953.72
1725,1996-10-25,5954.47
1726,1996-10-28,5952.61
1727,1996-10-29,5938.82
1728,1996-10-30,5956.71
1729,1996-10-31,5955.59
1730,1996-11-01,5975.34
1731,1996-11-04,5981.3
1732,1996-11-05,6029.01
1733,1996-11-06,6060.69
1734,1996-11-07,6130.38
1735,1996-11-08,6151.62
1736,1996-11-11,6198.58
1737,1996-11-12,6199.7
1738,1996-11-13,6206.78
1739,1996-11-14,6232.5
1740,1996-11-15,6277.22
1741,1996-11-18,6297.34
1742,1996-11-19,6323.06
1743,1996-11-20,6370.02
1744,1996-11-21,6370.02
1745,1996-11-22,6402.44
1746,1996-11-25,6443.44
1747,1996-11-26,6475.49
1748,1996-11-27,6457.97
1749,1996-11-29,6490.4
1750,1996-12-02,6439.34
1751,1996-12-03,6422.94
1752,1996-12-04,6339.46
1753,1996-12-05,6363.31
1754,1996-12-06,6274.24
1755,1996-12-09,6375.98
1756,1996-12-10,6427.04
1757,1996-12-11,6317.94
1758,1996-12-12,6283.72
1759,1996-12-13,6227.59
1760,1996-12-16,6227.98
1761,1996-12-17,6206.83
1762,1996-12-18,6272.96
1763,1996-12-19,6352.15
1764,1996-12-20,6445.19
1765,1996-12-23,6428.27
1766,1996-12-24,6467.1
1767,1996-12-26,6495.94
1768,1996-12-27,6510.93
1769,1996-12-30,6518.23
1770,1996-12-31,6421.74
1771,1997-01-02,6318.96
1772,1997-01-03,6437.1
1773,1997-01-06,6508.3
1774,1997-01-07,6481.75
1775,1997-01-08,6509.84
1776,1997-01-09,6520.23
1777,1997-01-10,6530.62
1778,1997-01-13,6647.99
1779,1997-01-14,6689.94
1780,1997-01-15,6669.93
1781,1997-01-16,6688.4
1782,1997-01-17,6732.66
1783,1997-01-20,6777.3
1784,1997-01-21,6771.14
1785,1997-01-22,6801.16
1786,1997-01-23,6724.19
1787,1997-01-24,6629.91
1788,1997-01-27,6598.73
1789,1997-01-28,6612.2
1790,1997-01-29,6627.98
1791,1997-01-30,6719.96
1792,1997-01-31,6769.99
1793,1997-02-03,6733.04
1794,1997-02-04,6738.43
1795,1997-02-05,6704.56
1796,1997-02-06,6683.4
1797,1997-02-07,6747.28
1798,1997-02-10,6771.14
1799,1997-02-11,6756.9
1800,1997-02-12,6844.26
1801,1997-02-13,6924.3
1802,1997-02-14,6935.85
1803,1997-02-18,6946.62
1804,1997-02-19,6980.87
1805,1997-02-20,6890.82
1806,1997-02-21,6869.27
1807,1997-02-24,6868.5
1808,1997-02-25,6935.08
1809,1997-02-26,6878.12
1810,1997-02-27,6885.44
1811,1997-02-28,6820.78
1812,1997-03-03,6798.46
1813,1997-03-04,6814.63
1814,1997-03-05,6836.95
1815,1997-03-06,6896.6
1816,1997-03-07,6927.0
1817,1997-03-10,6970.1
1818,1997-03-11,7026.28
1819,1997-03-12,6988.96
1820,1997-03-13,6852.72
1821,1997-03-14,6851.19
1822,1997-03-17,6820.28
1823,1997-03-18,6841.05
1824,1997-03-19,6794.22
1825,1997-03-20,6765.14
1826,1997-03-21,6742.85
1827,1997-03-24,6746.63
1828,1997-03-25,6832.74
1829,1997-03-26,6811.21
1830,1997-03-27,6654.86
1831,1997-03-31,6532.49
1832,1997-04-01,6482.64
1833,1997-04-02,6476.6
1834,1997-04-03,6379.16
1835,1997-04-04,6376.9
1836,1997-04-07,6508.7
1837,1997-04-08,6491.71
1838,1997-04-09,6521.16
1839,1997-04-10,6495.48
1840,1997-04-11,6358.42
1841,1997-04-14,6315.84
1842,1997-04-15,6457.92
1843,1997-04-16,6506.08
1844,1997-04-17,6600.8
1845,1997-04-18,6616.46
1846,1997-04-21,6594.38
1847,1997-04-22,6628.5
1848,1997-04-23,6746.5
1849,1997-04-24,6742.89
1850,1997-04-25,6681.08
1851,1997-04-28,6691.51
1852,1997-04-29,6820.75
1853,1997-04-30,6912.26
1854,1997-05-01,6891.39
1855,1997-05-02,6935.54
1856,1997-05-05,7029.46
1857,1997-05-06,7139.43
1858,1997-05-07,7064.78
1859,1997-05-08,7040.3
1860,1997-05-09,7079.63
1861,1997-05-12,7156.35
1862,1997-05-13,7211.16
1863,1997-05-14,7238.35
1864,1997-05-15,7225.99
1865,1997-05-16,7192.61
1866,1997-05-19,7140.69
1867,1997-05-20,7123.38
1868,1997-05-21,7218.99
1869,1997-05-22,7210.33
1870,1997-05-23,7260.61
1871,1997-05-27,7276.68
1872,1997-05-28,7287.26
1873,1997-05-29,7272.24
1874,1997-05-30,7203.99
1875,1997-06-02,7244.76
1876,1997-06-03,7225.02
1877,1997-06-04,7214.29
1878,1997-06-05,7241.33
1879,1997-06-06,7290.26
1880,1997-06-09,7412.44
1881,1997-06-10,7459.12
1882,1997-06-11,7476.29
1883,1997-06-12,7569.66
1884,1997-06-13,7683.42
1885,1997-06-16,7712.37
1886,1997-06-17,7680.71
1887,1997-06-18,7651.3
1888,1997-06-19,7697.45
1889,1997-06-20,7733.64
1890,1997-06-23,7592.04
1891,1997-06-24,7602.9
1892,1997-06-25,7615.57
1893,1997-06-26,7581.64
1894,1997-06-27,7627.33
1895,1997-06-30,7571.46
1896,1997-07-01,7613.53
1897,1997-07-02,7648.14
1898,1997-07-03,7805.79
1899,1997-07-07,7805.34
1900,1997-07-08,7824.33
1901,1997-07-09,7775.48
1902,1997-07-10,7777.06
1903,1997-07-11,7837.68
1904,1997-07-14,7831.0
1905,1997-07-15,7843.78
1906,1997-07-16,7919.73
1907,1997-07-17,7910.67
1908,1997-07-18,7829.61
1909,1997-07-21,7783.85
1910,1997-07-22,7870.72
1911,1997-07-23,8024.95
1912,1997-07-24,7968.51
1913,1997-07-25,8037.95
1914,1997-07-28,8051.89
1915,1997-07-29,8049.34
1916,1997-07-30,8156.88
1917,1997-07-31,8160.36
1918,1997-08-01,8062.11
1919,1997-08-04,8097.65
1920,1997-08-05,8129.93
1921,1997-08-06,8130.63
1922,1997-08-07,8158.73
1923,1997-08-08,7961.07
1924,1997-08-11,7922.52
1925,1997-08-12,7926.46
1926,1997-08-13,7848.19
1927,1997-08-14,7843.54
1928,1997-08-15,7685.14
1929,1997-08-18,7588.28
